ID_Aluno,Nome,Mes_Ano,Nota,Presenca,Avaliacao
138,Calebe Martins,2025-06,0.41,1,5
138,Calebe Martins,2025-07,2.6,0,2
138,Calebe Martins,2025-08,0.35,1,3
138,Calebe Martins,2025-09,4.48,0,5
139,Thomas Souza,2024-10,9.2,1,4
139,Thomas Souza,2024-11,9.48,1,2
139,Thomas Souza,2025-01,9.76,1,3
139,Thomas Souza,2025-02,2.9,0,5
139,Thomas Souza,2025-03,9.22,1,1
139,Thomas Souza,2025-04,9.0,0,5
139,Thomas Souza,2025-05,0.25,0,4
139,Thomas Souza,2025-06,3.26,0,5
139,Thomas Souza,2025-07,7.81,1,2
139,Thomas Souza,2025-09,4.45,0,5
140,Kevin da Luz,2024-10,4.9,0,3
140,Kevin da Luz,2024-11,7.16,1,3
140,Kevin da Luz,2024-12,0.12,1,3
140,Kevin da Luz,2025-01,4.46,0,2
140,Kevin da Luz,2025-02,4.44,1,4
140,Kevin da Luz,2025-03,8.06,1,4
140,Kevin da Luz,2025-04,5.87,0,2
140,Kevin da Luz,2025-05,4.75,1,1
140,Kevin da Luz,2025-06,5.91,1,1
140,Kevin da Luz,2025-08,2.73,0,5
140,Kevin da Luz,2025-09,5.68,0,2
141,Sophie Fogaça,2024-10,3.82,1,1
141,Sophie Fogaça,2024-11,3.02,1,4
141,Sophie Fogaça,2024-12,4.63,0,1
141,Sophie Fogaça,2025-01,3.0,1,1
141,Sophie Fogaça,2025-02,8.93,1,2
141,Sophie Fogaça,2025-03,6.88,0,1
141,Sophie Fogaça,2025-04,2.77,0,5
141,Sophie Fogaça,2025-05,5.81,1,3
141,Sophie Fogaça,2025-06,4.76,0,3
141,Sophie Fogaça,2025-07,5.75,1,2
141,Sophie Fogaça,2025-08,1.46,1,2
141,Sophie Fogaça,2025-09,0.53,1,4
142,Ana Carolina Novaes,2024-10,9.55,0,3
142,Ana Carolina Novaes,2024-11,6.39,0,5
142,Ana Carolina Novaes,2024-12,6.28,0,5
142,Ana Carolina Novaes,2025-01,5.44,1,3
142,Ana Carolina Novaes,2025-02,6.98,1,1
142,Ana Carolina Novaes,2025-03,3.52,0,1
142,Ana Carolina Novaes,2025-04,2.81,1,4
142,Ana Carolina Novaes,2025-05,9.11,0,2
142,Ana Carolina Novaes,2025-06,2.21,0,5
142,Ana Carolina Novaes,2025-07,8.31,0,4
142,Ana Carolina Novaes,2025-08,0.76,0,1
142,Ana Carolina Novaes,2025-09,3.12,1,2
143,Pedro Miguel Fernandes,2024-10,8.9,1,2
143,Pedro Miguel Fernandes,2024-11,0.29,0,2
143,Pedro Miguel Fernandes,2024-12,6.94,0,3
143,Pedro Miguel Fernandes,2025-01,1.3,0,4
143,Pedro Miguel Fernandes,2025-02,7.84,0,1
143,Pedro Miguel Fernandes,2025-03,7.57,0,2
143,Pedro Miguel Fernandes,2025-04,7.93,0,4
143,Pedro Miguel Fernandes,2025-05,2.53,0,3
143,Pedro Miguel Fernandes,2025-06,7.55,0,5
143,Pedro Miguel Fernandes,2025-07,9.01,0,3
143,Pedro Miguel Fernandes,2025-09,7.46,1,5
144,Nicolas Ferreira,2024-10,1.61,0,5
144,Nicolas Ferreira,2024-11,0.99,0,5
144,Nicolas Ferreira,2024-12,1.92,1,2
144,Nicolas Ferreira,2025-01,5.37,0,2
144,Nicolas Ferreira,2025-02,8.51,1,3
144,Nicolas Ferreira,2025-03,1.85,0,2
144,Nicolas Ferreira,2025-04,9.81,1,2
144,Nicolas Ferreira,2025-05,4.08,1,1
144,Nicolas Ferreira,2025-06,5.2,1,3
144,Nicolas Ferreira,2025-07,5.57,0,1
144,Nicolas Ferreira,2025-08,1.16,1,4
144,Nicolas Ferreira,2025-09,3.12,1,2
145,Ana Lívia Lima,2024-10,2.91,1,2
145,Ana Lívia Lima,2024-11,8.95,1,3
145,Ana Lívia Lima,2024-12,9.99,1,1
145,Ana Lívia Lima,2025-01,5.23,0,1
145,Ana Lívia Lima,2025-02,4.01,0,2
145,Ana Lívia Lima,2025-04,3.39,1,1
145,Ana Lívia Lima,2025-05,4.25,1,3
145,Ana Lívia Lima,2025-06,7.66,1,4
145,Ana Lívia Lima,2025-07,6.67,1,4
145,Ana Lívia Lima,2025-08,1.47,1,1
145,Ana Lívia Lima,2025-09,4.89,0,2
146,Emanuelly Ribeiro,2024-11,8.3,1,1
146,Emanuelly Ribeiro,2024-12,3.83,1,2
146,Emanuelly Ribeiro,2025-01,6.23,0,5
146,Emanuelly Ribeiro,2025-02,7.93,0,3
146,Emanuelly Ribeiro,2025-03,4.9,1,5
146,Emanuelly Ribeiro,2025-04,8.6,0,1
146,Emanuelly Ribeiro,2025-05,8.8,0,4
146,Emanuelly Ribeiro,2025-06,8.53,1,4
146,Emanuelly Ribeiro,2025-08,6.59,1,2
146,Emanuelly Ribeiro,2025-09,1.34,1,4
147,Sr. Yuri Moura,2024-10,5.69,1,5
147,Sr. Yuri Moura,2024-11,5.72,1,5
147,Sr. Yuri Moura,2024-12,5.07,1,3
147,Sr. Yuri Moura,2025-01,9.71,1,3
147,Sr. Yuri Moura,2025-02,0.28,0,2
147,Sr. Yuri Moura,2025-03,3.49,0,3
147,Sr. Yuri Moura,2025-04,4.28,1,4
147,Sr. Yuri Moura,2025-05,6.61,0,2
147,Sr. Yuri Moura,2025-06,5.93,0,3
147,Sr. Yuri Moura,2025-07,1.7,1,1
147,Sr. Yuri Moura,2025-08,8.63,1,3
148,Joana Rezende,2024-10,0.22,1,4
148,Joana Rezende,2024-11,3.22,0,4
148,Joana Rezende,2024-12,6.75,1,4
148,Joana Rezende,2025-01,7.65,1,2
148,Joana Rezende,2025-02,3.63,1,2
148,Joana Rezende,2025-03,8.47,0,5
148,Joana Rezende,2025-04,2.65,1,5
148,Joana Rezende,2025-05,2.26,0,5
148,Joana Rezende,2025-07,0.67,1,4
148,Joana Rezende,2025-08,7.96,1,5
148,Joana Rezende,2025-09,4.33,1,2
149,Júlia Pires,2024-10,2.51,1,5
149,Júlia Pires,2024-11,0.19,0,5
149,Júlia Pires,2024-12,6.61,1,3
149,Júlia Pires,2025-01,5.33,1,5
149,Júlia Pires,2025-02,0.6,0,3
149,Júlia Pires,2025-03,2.4,1,4
149,Júlia Pires,2025-04,8.6,0,2
149,Júlia Pires,2025-05,2.67,1,2
149,Júlia Pires,2025-06,6.01,1,2
149,Júlia Pires,2025-07,1.92,0,3
149,Júlia Pires,2025-08,5.6,1,4
149,Júlia Pires,2025-09,0.37,0,3
150,Srta. Luiza Teixeira,2024-10,2.58,1,5
150,Srta. Luiza Teixeira,2024-11,8.53,1,1
150,Srta. Luiza Teixeira,2025-01,3.14,1,1
150,Srta. Luiza Teixeira,2025-02,4.07,1,1
150,Srta. Luiza Teixeira,2025-03,8.4,0,2
150,Srta. Luiza Teixeira,2025-04,7.34,0,5
150,Srta. Luiza Teixeira,2025-05,5.8,1,4
150,Srta. Luiza Teixeira,2025-06,2.38,0,3
150,Srta. Luiza Teixeira,2025-07,5.84,1,2
150,Srta. Luiza Teixeira,2025-08,2.18,0,2
150,Srta. Luiza Teixeira,2025-09,2.75,1,3
151,Heitor da Cruz,2024-10,0.56,1,1
151,Heitor da Cruz,2024-11,4.24,0,3
151,Heitor da Cruz,2024-12,9.37,1,4
151,Heitor da Cruz,2025-01,8.21,0,5
151,Heitor da Cruz,2025-03,7.99,0,2
151,Heitor da Cruz,2025-04,3.85,1,1
151,Heitor da Cruz,2025-05,2.36,1,4
151,Heitor da Cruz,2025-07,9.28,1,3
151,Heitor da Cruz,2025-09,2.35,0,2
152,Francisco Ribeiro,2024-10,6.31,1,1
152,Francisco Ribeiro,2024-11,0.8,1,4
152,Francisco Ribeiro,2024-12,9.26,1,4
152,Francisco Ribeiro,2025-01,8.2,0,3
152,Francisco Ribeiro,2025-02,3.52,1,4
152,Francisco Ribeiro,2025-03,7.62,0,4
152,Francisco Ribeiro,2025-04,1.36,1,2
152,Francisco Ribeiro,2025-05,3.14,0,1
152,Francisco Ribeiro,2025-06,5.16,0,5
152,Francisco Ribeiro,2025-07,7.93,1,4
152,Francisco Ribeiro,2025-08,7.35,1,2
152,Francisco Ribeiro,2025-09,8.27,1,2
153,Luiz Gustavo Correia,2024-11,3.93,1,5
153,Luiz Gustavo Correia,2024-12,9.48,0,1
153,Luiz Gustavo Correia,2025-01,1.98,0,1
153,Luiz Gustavo Correia,2025-02,4.29,1,2
153,Luiz Gustavo Correia,2025-04,9.47,0,1
153,Luiz Gustavo Correia,2025-05,4.35,1,4
153,Luiz Gustavo Correia,2025-06,7.14,0,3
153,Luiz Gustavo Correia,2025-07,4.94,0,4
153,Luiz Gustavo Correia,2025-08,6.0,1,2
153,Luiz Gustavo Correia,2025-09,4.09,0,1
154,Dr. Davi Cunha,2024-10,2.62,1,2
154,Dr. Davi Cunha,2024-11,6.84,1,1
154,Dr. Davi Cunha,2025-01,3.23,1,2
154,Dr. Davi Cunha,2025-02,7.08,1,1
154,Dr. Davi Cunha,2025-05,2.35,1,5
154,Dr. Davi Cunha,2025-06,9.67,0,1
154,Dr. Davi Cunha,2025-07,6.2,1,4
154,Dr. Davi Cunha,2025-08,1.32,0,5
154,Dr. Davi Cunha,2025-09,1.7,1,3
155,Enzo Gabriel Rocha,2024-10,1.32,1,5
155,Enzo Gabriel Rocha,2024-11,2.6,1,1
155,Enzo Gabriel Rocha,2024-12,4.99,1,3
155,Enzo Gabriel Rocha,2025-01,2.83,1,5
155,Enzo Gabriel Rocha,2025-02,9.27,1,4
155,Enzo Gabriel Rocha,2025-03,3.16,1,2
155,Enzo Gabriel Rocha,2025-04,9.23,1,1
155,Enzo Gabriel Rocha,2025-05,0.55,0,1
155,Enzo Gabriel Rocha,2025-06,1.64,1,4
155,Enzo Gabriel Rocha,2025-07,8.95,1,1
155,Enzo Gabriel Rocha,2025-08,9.89,1,4
155,Enzo Gabriel Rocha,2025-09,8.46,0,1
156,Emanuella Caldeira,2024-10,2.04,1,2
156,Emanuella Caldeira,2024-11,7.5,1,5
156,Emanuella Caldeira,2024-12,5.86,0,5
156,Emanuella Caldeira,2025-01,1.81,0,2
156,Emanuella Caldeira,2025-02,6.77,1,1
156,Emanuella Caldeira,2025-03,9.81,0,4
156,Emanuella Caldeira,2025-04,9.29,0,3
156,Emanuella Caldeira,2025-05,0.81,1,4
156,Emanuella Caldeira,2025-06,2.69,0,3
156,Emanuella Caldeira,2025-07,6.56,1,3
156,Emanuella Caldeira,2025-08,10.0,0,2
156,Emanuella Caldeira,2025-09,8.02,1,3
157,Maysa da Mota,2024-10,7.44,1,1
157,Maysa da Mota,2024-11,1.78,1,1
157,Maysa da Mota,2025-01,3.89,1,3
157,Maysa da Mota,2025-02,9.54,0,1
157,Maysa da Mota,2025-03,8.01,1,5
157,Maysa da Mota,2025-04,6.66,1,5
157,Maysa da Mota,2025-05,4.45,1,4
157,Maysa da Mota,2025-06,6.0,0,4
157,Maysa da Mota,2025-07,6.14,1,4
157,Maysa da Mota,2025-09,9.73,0,2
158,Yuri Cavalcanti,2024-10,5.27,0,3
158,Yuri Cavalcanti,2024-11,0.79,1,3
158,Yuri Cavalcanti,2024-12,1.28,1,2
158,Yuri Cavalcanti,2025-01,2.95,0,5
158,Yuri Cavalcanti,2025-04,4.25,0,4
158,Yuri Cavalcanti,2025-05,5.68,1,3
158,Yuri Cavalcanti,2025-06,0.82,0,1
158,Yuri Cavalcanti,2025-07,4.63,0,4
158,Yuri Cavalcanti,2025-09,7.04,1,5
159,Luiz Henrique Ribeiro,2024-10,7.57,1,5
159,Luiz Henrique Ribeiro,2024-11,3.41,0,2
159,Luiz Henrique Ribeiro,2024-12,7.47,1,1
159,Luiz Henrique Ribeiro,2025-01,0.18,1,1
159,Luiz Henrique Ribeiro,2025-03,4.6,1,5
159,Luiz Henrique Ribeiro,2025-04,3.03,1,4
159,Luiz Henrique Ribeiro,2025-05,0.88,0,1
159,Luiz Henrique Ribeiro,2025-06,8.16,0,1
159,Luiz Henrique Ribeiro,2025-07,6.49,0,4
159,Luiz Henrique Ribeiro,2025-08,8.58,0,1
159,Luiz Henrique Ribeiro,2025-09,4.63,1,4
160,Maria Julia Peixoto,2024-11,1.52,1,4
160,Maria Julia Peixoto,2024-12,8.6,0,2
160,Maria Julia Peixoto,2025-01,8.29,1,1
160,Maria Julia Peixoto,2025-02,1.03,1,4
160,Maria Julia Peixoto,2025-03,7.37,1,1
160,Maria Julia Peixoto,2025-04,4.86,1,2
160,Maria Julia Peixoto,2025-05,5.28,1,5
160,Maria Julia Peixoto,2025-06,0.64,1,4
160,Maria Julia Peixoto,2025-07,6.23,1,4
160,Maria Julia Peixoto,2025-08,0.21,1,2
160,Maria Julia Peixoto,2025-09,4.38,0,5
161,Joaquim Pereira,2024-10,3.39,1,2
161,Joaquim Pereira,2024-11,7.23,1,4
161,Joaquim Pereira,2024-12,6.73,1,4
161,Joaquim Pereira,2025-01,8.45,0,3
161,Joaquim Pereira,2025-02,0.86,1,2
161,Joaquim Pereira,2025-03,1.56,1,1
161,Joaquim Pereira,2025-04,9.43,1,3
161,Joaquim Pereira,2025-05,5.57,0,3
161,Joaquim Pereira,2025-06,3.57,0,2
161,Joaquim Pereira,2025-07,8.94,0,1
161,Joaquim Pereira,2025-08,1.14,0,1
161,Joaquim Pereira,2025-09,4.86,1,3
162,Maria Luiza da Rocha,2024-10,7.7,1,2
162,Maria Luiza da Rocha,2024-11,8.74,0,1
162,Maria Luiza da Rocha,2024-12,4.38,1,1
162,Maria Luiza da Rocha,2025-01,7.82,0,5
162,Maria Luiza da Rocha,2025-03,6.3,0,3
162,Maria Luiza da Rocha,2025-04,2.92,1,5
162,Maria Luiza da Rocha,2025-05,8.7,0,3
162,Maria Luiza da Rocha,2025-06,1.38,0,4
162,Maria Luiza da Rocha,2025-07,7.69,0,2
162,Maria Luiza da Rocha,2025-08,4.74,1,5
162,Maria Luiza da Rocha,2025-09,2.66,1,3
163,Yuri Ramos,2024-10,2.45,1,2
163,Yuri Ramos,2024-11,4.29,1,4
163,Yuri Ramos,2024-12,5.16,1,1
163,Yuri Ramos,2025-01,7.7,0,1
163,Yuri Ramos,2025-02,4.02,0,4
163,Yuri Ramos,2025-04,6.6,0,5
163,Yuri Ramos,2025-06,7.13,1,4
163,Yuri Ramos,2025-07,6.81,1,3
163,Yuri Ramos,2025-08,0.08,1,5
163,Yuri Ramos,2025-09,1.47,1,4
164,Juliana Costa,2024-10,8.88,1,3
164,Juliana Costa,2024-11,7.82,1,2
164,Juliana Costa,2024-12,0.84,1,4
164,Juliana Costa,2025-01,7.4,0,5
164,Juliana Costa,2025-02,2.84,0,5
164,Juliana Costa,2025-03,5.21,0,1
164,Juliana Costa,2025-05,5.93,0,3
164,Juliana Costa,2025-06,9.87,0,1
164,Juliana Costa,2025-07,2.6,1,1
164,Juliana Costa,2025-09,1.25,1,5
165,Noah da Conceição,2024-10,4.53,0,5
165,Noah da Conceição,2024-11,8.94,0,3
165,Noah da Conceição,2024-12,6.67,0,4
165,Noah da Conceição,2025-01,2.48,1,5
165,Noah da Conceição,2025-02,8.23,1,4
165,Noah da Conceição,2025-04,8.28,0,1
165,Noah da Conceição,2025-06,4.76,1,1
165,Noah da Conceição,2025-07,5.26,1,3
165,Noah da Conceição,2025-08,6.36,1,4
165,Noah da Conceição,2025-09,4.17,0,2
166,Mirella da Rosa,2024-10,4.85,1,2
166,Mirella da Rosa,2024-11,5.13,0,2
166,Mirella da Rosa,2024-12,0.33,0,5
166,Mirella da Rosa,2025-01,9.52,1,1
166,Mirella da Rosa,2025-02,5.72,0,5
166,Mirella da Rosa,2025-03,3.71,1,3
166,Mirella da Rosa,2025-04,0.28,0,2
166,Mirella da Rosa,2025-05,4.22,1,3
166,Mirella da Rosa,2025-06,8.19,1,1
166,Mirella da Rosa,2025-07,3.49,0,4
166,Mirella da Rosa,2025-08,3.1,1,3
166,Mirella da Rosa,2025-09,4.75,0,2
167,Dr. Marcelo Peixoto,2024-10,4.61,1,4
167,Dr. Marcelo Peixoto,2024-11,7.28,0,5
167,Dr. Marcelo Peixoto,2024-12,4.1,0,4
167,Dr. Marcelo Peixoto,2025-01,0.46,1,3
167,Dr. Marcelo Peixoto,2025-02,8.66,0,5
167,Dr. Marcelo Peixoto,2025-03,7.72,1,5
167,Dr. Marcelo Peixoto,2025-04,6.44,0,2
167,Dr. Marcelo Peixoto,2025-05,5.42,0,5
167,Dr. Marcelo Peixoto,2025-06,7.51,0,1
167,Dr. Marcelo Peixoto,2025-07,5.32,0,3
167,Dr. Marcelo Peixoto,2025-08,2.45,1,1
167,Dr. Marcelo Peixoto,2025-09,6.07,1,5
168,Rafaela Alves,2024-11,0.23,1,2
168,Rafaela Alves,2024-12,8.6,1,4
168,Rafaela Alves,2025-01,1.15,0,5
168,Rafaela Alves,2025-02,1.44,1,1
168,Rafaela Alves,2025-03,9.52,0,1
168,Rafaela Alves,2025-04,3.25,0,1
168,Rafaela Alves,2025-05,0.99,0,4
168,Rafaela Alves,2025-06,2.58,0,1
168,Rafaela Alves,2025-07,7.52,0,4
168,Rafaela Alves,2025-08,5.04,0,3
169,Kaique Rezende,2024-10,4.07,1,1
169,Kaique Rezende,2024-11,2.34,0,3
169,Kaique Rezende,2024-12,5.86,0,2
169,Kaique Rezende,2025-01,6.52,0,3
169,Kaique Rezende,2025-02,4.46,0,2
169,Kaique Rezende,2025-03,9.85,0,5
169,Kaique Rezende,2025-04,9.61,1,1
169,Kaique Rezende,2025-06,8.29,1,2
169,Kaique Rezende,2025-08,4.82,1,4
169,Kaique Rezende,2025-09,8.42,0,5
170,Luna Jesus,2024-10,2.81,0,5
170,Luna Jesus,2024-11,3.01,1,1
170,Luna Jesus,2024-12,7.25,1,4
170,Luna Jesus,2025-01,5.05,1,3
170,Luna Jesus,2025-02,9.8,1,3
170,Luna Jesus,2025-03,9.83,1,2
170,Luna Jesus,2025-04,6.0,0,2
170,Luna Jesus,2025-05,0.02,1,1
170,Luna Jesus,2025-06,6.73,1,5
170,Luna Jesus,2025-07,7.03,1,5
170,Luna Jesus,2025-09,6.51,0,4
171,Vitor Hugo da Conceição,2024-10,3.53,1,5
171,Vitor Hugo da Conceição,2024-11,1.77,0,1
171,Vitor Hugo da Conceição,2024-12,9.36,1,1
171,Vitor Hugo da Conceição,2025-01,0.2,1,3
171,Vitor Hugo da Conceição,2025-02,8.16,1,2
171,Vitor Hugo da Conceição,2025-03,4.94,1,1
171,Vitor Hugo da Conceição,2025-04,9.05,0,1
171,Vitor Hugo da Conceição,2025-05,8.21,1,1
171,Vitor Hugo da Conceição,2025-06,5.69,1,2
171,Vitor Hugo da Conceição,2025-07,6.6,0,1
171,Vitor Hugo da Conceição,2025-08,7.46,0,3
171,Vitor Hugo da Conceição,2025-09,8.55,1,2
172,Cecília Sales,2024-10,0.23,1,5
172,Cecília Sales,2024-11,0.02,1,1
172,Cecília Sales,2024-12,3.23,1,3
172,Cecília Sales,2025-01,5.18,1,3
172,Cecília Sales,2025-02,0.43,0,1
172,Cecília Sales,2025-03,4.2,1,3
172,Cecília Sales,2025-05,0.82,0,2
172,Cecília Sales,2025-06,4.24,0,2
172,Cecília Sales,2025-07,3.29,0,1
172,Cecília Sales,2025-09,0.24,1,3
173,Caio Gomes,2024-10,4.74,1,1
173,Caio Gomes,2024-11,5.2,0,1
173,Caio Gomes,2024-12,6.2,0,4
173,Caio Gomes,2025-01,0.86,0,1
173,Caio Gomes,2025-02,8.9,0,2
173,Caio Gomes,2025-04,0.55,1,1
173,Caio Gomes,2025-05,0.56,0,3
173,Caio Gomes,2025-06,4.02,1,2
173,Caio Gomes,2025-07,7.87,0,4
173,Caio Gomes,2025-08,7.95,0,3
173,Caio Gomes,2025-09,6.76,0,4
174,Murilo Correia,2024-10,5.88,0,1
174,Murilo Correia,2024-12,5.93,0,5
174,Murilo Correia,2025-01,5.09,1,4
174,Murilo Correia,2025-02,6.21,0,2
174,Murilo Correia,2025-03,0.44,0,3
174,Murilo Correia,2025-04,5.13,1,3
174,Murilo Correia,2025-05,5.41,0,2
174,Murilo Correia,2025-06,6.03,1,3
174,Murilo Correia,2025-07,5.18,0,1
174,Murilo Correia,2025-08,8.19,0,4
174,Murilo Correia,2025-09,9.77,0,1
175,Calebe Martins,2024-10,6.68,1,5
175,Calebe Martins,2024-11,8.52,1,5
175,Calebe Martins,2024-12,3.29,0,4
175,Calebe Martins,2025-01,9.11,1,2
175,Calebe Martins,2025-02,6.39,0,4
175,Calebe Martins,2025-03,2.39,1,4
175,Calebe Martins,2025-04,1.84,0,3
175,Calebe Martins,2025-06,5.55,0,3
175,Calebe Martins,2025-07,6.31,1,1
175,Calebe Martins,2025-08,1.99,1,2
175,Calebe Martins,2025-09,2.62,0,3
176,Helena Ribeiro,2024-10,2.46,0,1
176,Helena Ribeiro,2024-11,2.62,0,1
176,Helena Ribeiro,2024-12,1.37,0,3
176,Helena Ribeiro,2025-01,3.05,0,3
176,Helena Ribeiro,2025-02,6.61,1,1
176,Helena Ribeiro,2025-03,8.83,0,2
176,Helena Ribeiro,2025-04,3.78,1,3
176,Helena Ribeiro,2025-05,9.77,0,1
176,Helena Ribeiro,2025-06,5.87,1,2
176,Helena Ribeiro,2025-07,0.53,1,2
176,Helena Ribeiro,2025-08,9.68,1,2
176,Helena Ribeiro,2025-09,7.85,0,2
177,Ana Sophia Gonçalves,2024-10,7.51,1,4
177,Ana Sophia Gonçalves,2024-11,1.79,1,5
177,Ana Sophia Gonçalves,2024-12,7.16,1,4
177,Ana Sophia Gonçalves,2025-01,4.01,0,2
177,Ana Sophia Gonçalves,2025-02,2.03,0,4
177,Ana Sophia Gonçalves,2025-03,4.25,1,5
177,Ana Sophia Gonçalves,2025-04,8.42,1,5
177,Ana Sophia Gonçalves,2025-06,2.95,1,2
177,Ana Sophia Gonçalves,2025-07,4.65,1,4
177,Ana Sophia Gonçalves,2025-08,4.33,1,4
177,Ana Sophia Gonçalves,2025-09,3.82,0,4
178,Bruna Costa,2024-10,6.45,1,1
178,Bruna Costa,2024-11,5.02,0,3
178,Bruna Costa,2024-12,0.98,0,3
178,Bruna Costa,2025-02,1.97,1,3
178,Bruna Costa,2025-03,8.16,1,2
178,Bruna Costa,2025-04,9.98,1,1
178,Bruna Costa,2025-05,2.82,1,4
178,Bruna Costa,2025-06,8.22,0,4
178,Bruna Costa,2025-07,9.89,0,4
178,Bruna Costa,2025-08,7.23,0,4
178,Bruna Costa,2025-09,5.87,1,4
179,Yasmin Ramos,2024-10,0.86,0,4
179,Yasmin Ramos,2024-11,6.98,0,4
179,Yasmin Ramos,2024-12,5.58,1,2
179,Yasmin Ramos,2025-01,1.28,0,4
179,Yasmin Ramos,2025-02,8.34,1,2
179,Yasmin Ramos,2025-03,6.86,1,5
179,Yasmin Ramos,2025-04,5.87,0,2
179,Yasmin Ramos,2025-05,9.53,1,5
179,Yasmin Ramos,2025-06,6.03,1,4
179,Yasmin Ramos,2025-07,3.91,1,2
179,Yasmin Ramos,2025-08,3.29,1,3
180,Leonardo da Mota,2024-10,5.53,0,5
180,Leonardo da Mota,2024-11,1.87,0,4
180,Leonardo da Mota,2024-12,2.33,0,4
180,Leonardo da Mota,2025-02,1.72,1,4
180,Leonardo da Mota,2025-03,1.11,1,4
180,Leonardo da Mota,2025-04,3.89,0,2
180,Leonardo da Mota,2025-05,3.1,1,2
180,Leonardo da Mota,2025-06,9.39,0,5
180,Leonardo da Mota,2025-07,4.59,0,1
180,Leonardo da Mota,2025-08,4.46,1,5
180,Leonardo da Mota,2025-09,5.26,1,4
181,Henrique Vieira,2024-10,0.39,0,3
181,Henrique Vieira,2024-11,9.19,1,3
181,Henrique Vieira,2024-12,8.23,0,4
181,Henrique Vieira,2025-01,9.0,1,4
181,Henrique Vieira,2025-02,6.59,0,4
181,Henrique Vieira,2025-03,0.44,0,3
181,Henrique Vieira,2025-04,5.38,0,2
181,Henrique Vieira,2025-05,4.11,0,3
181,Henrique Vieira,2025-07,7.67,1,4
181,Henrique Vieira,2025-08,2.53,0,4
182,Sophia Aragão,2024-10,6.76,1,4
182,Sophia Aragão,2024-11,3.99,0,4
182,Sophia Aragão,2025-01,7.09,0,3
182,Sophia Aragão,2025-02,4.64,1,1
182,Sophia Aragão,2025-04,7.14,1,2
182,Sophia Aragão,2025-05,2.79,0,2
182,Sophia Aragão,2025-06,6.07,0,3
182,Sophia Aragão,2025-07,7.41,0,1
182,Sophia Aragão,2025-08,0.11,1,2
182,Sophia Aragão,2025-09,1.78,0,5
183,Alexandre Vieira,2024-10,6.97,0,4
183,Alexandre Vieira,2024-11,4.44,0,1
183,Alexandre Vieira,2024-12,7.67,0,3
183,Alexandre Vieira,2025-01,2.0,0,4
183,Alexandre Vieira,2025-04,6.8,0,2
183,Alexandre Vieira,2025-05,0.97,0,2
183,Alexandre Vieira,2025-07,8.16,1,5
183,Alexandre Vieira,2025-08,6.25,1,4
183,Alexandre Vieira,2025-09,2.14,1,3
184,Benjamin Gonçalves,2024-10,4.02,1,1
184,Benjamin Gonçalves,2024-11,4.59,0,3
184,Benjamin Gonçalves,2024-12,3.69,0,2
184,Benjamin Gonçalves,2025-01,7.68,1,1
184,Benjamin Gonçalves,2025-02,7.91,0,3
184,Benjamin Gonçalves,2025-03,6.0,1,2
184,Benjamin Gonçalves,2025-04,6.35,1,4
184,Benjamin Gonçalves,2025-07,4.49,0,5
184,Benjamin Gonçalves,2025-08,9.88,0,1
184,Benjamin Gonçalves,2025-09,8.97,1,2
185,Francisco Melo,2024-10,7.57,0,1
185,Francisco Melo,2024-11,4.99,0,2
185,Francisco Melo,2024-12,6.42,0,5
185,Francisco Melo,2025-01,4.44,1,2
185,Francisco Melo,2025-02,6.44,0,5
185,Francisco Melo,2025-03,4.15,1,1
185,Francisco Melo,2025-04,7.33,1,2
185,Francisco Melo,2025-05,0.54,0,2
185,Francisco Melo,2025-06,3.81,1,2
185,Francisco Melo,2025-07,0.06,1,1
185,Francisco Melo,2025-08,0.52,0,2
185,Francisco Melo,2025-09,1.74,0,2
186,Maria Alice Almeida,2024-10,4.26,1,3
186,Maria Alice Almeida,2024-11,1.98,1,2
186,Maria Alice Almeida,2024-12,3.03,1,2
186,Maria Alice Almeida,2025-01,7.81,0,3
186,Maria Alice Almeida,2025-02,1.68,1,4
186,Maria Alice Almeida,2025-03,7.35,0,4
186,Maria Alice Almeida,2025-05,8.54,1,5
186,Maria Alice Almeida,2025-06,5.53,0,3
186,Maria Alice Almeida,2025-07,3.06,1,4
186,Maria Alice Almeida,2025-08,4.81,1,2
186,Maria Alice Almeida,2025-09,1.96,0,1
187,Calebe da Cunha,2024-11,7.25,1,4
187,Calebe da Cunha,2024-12,9.4,1,4
187,Calebe da Cunha,2025-01,6.41,0,4
187,Calebe da Cunha,2025-02,9.92,0,4
187,Calebe da Cunha,2025-03,1.62,1,3
187,Calebe da Cunha,2025-04,7.52,1,5
187,Calebe da Cunha,2025-05,6.35,1,1
187,Calebe da Cunha,2025-06,9.27,0,2
187,Calebe da Cunha,2025-07,9.21,1,1
187,Calebe da Cunha,2025-08,6.45,1,5
187,Calebe da Cunha,2025-09,6.81,1,2
188,Alícia Lopes,2024-10,9.52,0,1
188,Alícia Lopes,2024-11,0.92,1,4
188,Alícia Lopes,2024-12,9.74,0,5
188,Alícia Lopes,2025-01,8.76,0,4
188,Alícia Lopes,2025-02,3.02,1,5
188,Alícia Lopes,2025-03,4.12,0,1
188,Alícia Lopes,2025-04,7.77,1,2
188,Alícia Lopes,2025-05,2.1,1,3
188,Alícia Lopes,2025-07,4.92,0,1
188,Alícia Lopes,2025-08,4.18,1,3
188,Alícia Lopes,2025-09,1.71,1,2
189,Stephany da Mota,2024-10,1.98,0,5
