ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
168	Rafaela Alves	2024-12-24	Líder natural, ajuda os colegas frequentemente	0.985
168	Rafaela Alves	2025-01-07	Participativo e questionador, contribui para o aprendizado da turma	0.088
168	Rafaela Alves	2025-03-07	Precisa desenvolver mais confiança para expressar suas ideias	0.261
168	Rafaela Alves	2025-05-23	Excelente capacidade analítica e pensamento crítico	0.996
168	Rafaela Alves	2025-07-13	Pontual e organizado, exemplo para a turma	0.93
168	Rafaela Alves	2025-09-07	Participativo e questionador, contribui para o aprendizado da turma	0.65
169	Kaique Rezende	2024-11-06	Participativo e questionador, contribui para o aprendizado da turma	0.303
169	Kaique Rezende	2025-01-18	Demonstra criatividade nas soluções apresentadas	0.57
169	Kaique Rezende	2025-02-05	Demonstra criatividade nas soluções apresentadas	0.033
169	Kaique Rezende	2025-03-16	Tem potencial, mas precisa se dedicar mais aos estudos	0.545
169	Kaique Rezende	2025-04-23	Bom desempenho, mas pode melhorar a participação nas discussões	0.174
169	Kaique Rezende	2025-06-21	Precisa trabalhar melhor em equipe	0.902
169	Kaique Rezende	2025-07-17	Excelente capacidade analítica e pensamento crítico	0.347
169	Kaique Rezende	2025-08-09	Participativo e questionador, contribui para o aprendizado da turma	0.772
170	Luna Jesus	2025-04-14	Tem dificuldades com alguns conceitos, mas está progredindo	0.369
170	Luna Jesus	2025-06-22	Mantém consistência no desempenho ao longo do tempo	0.972
170	Luna Jesus	2025-08-19	Precisa se esforçar mais para acompanhar o ritmo da turma	0.757
171	Vitor Hugo da Conceição	2024-11-08	Tem potencial, mas precisa se dedicar mais aos estudos	0.466
171	Vitor Hugo da Conceição	2025-01-17	Tem potencial, mas precisa se dedicar mais aos estudos	0.111
171	Vitor Hugo da Conceição	2025-02-10	Demonstra evolução constante ao longo do curso	0.082
171	Vitor Hugo da Conceição	2025-07-11	Pontual e organizado, exemplo para a turma	0.73
171	Vitor Hugo da Conceição	2025-09-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.2
172	Cecília Sales	2024-10-22	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.484
172	Cecília Sales	2025-03-22	Pontual e organizado, exemplo para a turma	0.383
172	Cecília Sales	2025-04-09	Pontual e organizado, exemplo para a turma	0.227
173	Caio Gomes	2024-12-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.418
173	Caio Gomes	2025-02-26	Estudante dedicado, sempre entrega as atividades no prazo	0.174
173	Caio Gomes	2025-05-25	Precisa desenvolver mais confiança para expressar suas ideias	0.963
174	Murilo Correia	2024-10-18	Tem potencial, mas precisa se dedicar mais aos estudos	0.17
174	Murilo Correia	2025-02-05	Bom desempenho, mas pode melhorar a participação nas discussões	0.273
174	Murilo Correia	2025-04-07	Estudante dedicado, sempre entrega as atividades no prazo	0.616
174	Murilo Correia	2025-06-25	Colaborativo e sempre disposto a ajudar os colegas	0.14
174	Murilo Correia	2025-07-20	Tem potencial, mas precisa se dedicar mais aos estudos	0.446
174	Murilo Correia	2025-08-04	Demonstra evolução constante ao longo do curso	0.889
175	Calebe Martins	2024-12-10	Pontual e organizado, exemplo para a turma	0.542
175	Calebe Martins	2025-03-05	Precisa desenvolver mais confiança para expressar suas ideias	0.345
175	Calebe Martins	2025-04-11	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.26
175	Calebe Martins	2025-05-25	Precisa se esforçar mais para acompanhar o ritmo da turma	0.608
175	Calebe Martins	2025-06-04	Colaborativo e sempre disposto a ajudar os colegas	0.974
175	Calebe Martins	2025-07-27	Precisa se esforçar mais para acompanhar o ritmo da turma	0.434
175	Calebe Martins	2025-08-16	Mostra interesse, mas falta um pouco de foco durante as aulas	0.014
176	Helena Ribeiro	2024-10-14	Precisa trabalhar melhor em equipe	0.632
176	Helena Ribeiro	2024-12-25	Bom desempenho, mas pode melhorar a participação nas discussões	0.617
176	Helena Ribeiro	2025-01-19	Excelente capacidade analítica e pensamento crítico	0.089
176	Helena Ribeiro	2025-02-11	Excelente capacidade analítica e pensamento crítico	0.346
176	Helena Ribeiro	2025-03-11	Participativo e questionador, contribui para o aprendizado da turma	0.16
176	Helena Ribeiro	2025-04-13	Líder natural, ajuda os colegas frequentemente	0.409
176	Helena Ribeiro	2025-05-05	Precisa desenvolver mais confiança para expressar suas ideias	0.934
176	Helena Ribeiro	2025-07-24	Bom desempenho, mas pode melhorar a participação nas discussões	0.218
177	Ana Sophia Gonçalves	2024-11-12	Demonstra maior engajamento nas atividades práticas	0.699
177	Ana Sophia Gonçalves	2024-12-14	Apresentou melhora significativa neste período	0.512
177	Ana Sophia Gonçalves	2025-01-27	Excelente capacidade analítica e pensamento crítico	0.203
177	Ana Sophia Gonçalves	2025-02-25	Colaborativo e sempre disposto a ajudar os colegas	0.409
177	Ana Sophia Gonçalves	2025-04-17	Precisa desenvolver mais confiança para expressar suas ideias	0.512
177	Ana Sophia Gonçalves	2025-08-22	Precisa desenvolver mais confiança para expressar suas ideias	0.618
177	Ana Sophia Gonçalves	2025-09-04	Mostra iniciativa para resolver problemas complexos	0.463
178	Bruna Costa	2024-12-04	Estudante dedicado, sempre entrega as atividades no prazo	0.461
178	Bruna Costa	2025-05-07	Participativo e questionador, contribui para o aprendizado da turma	0.597
178	Bruna Costa	2025-06-04	Tem potencial, mas precisa se dedicar mais aos estudos	0.371
178	Bruna Costa	2025-07-13	Tem dificuldades com alguns conceitos, mas está progredindo	0.503
178	Bruna Costa	2025-08-23	Tem potencial, mas precisa se dedicar mais aos estudos	0.196
178	Bruna Costa	2025-09-23	Mostra interesse, mas falta um pouco de foco durante as aulas	0.227
179	Yasmin Ramos	2025-01-19	Mantém consistência no desempenho ao longo do tempo	0.615
179	Yasmin Ramos	2025-02-18	Tem potencial, mas precisa se dedicar mais aos estudos	0.235
179	Yasmin Ramos	2025-03-26	Bom desempenho, mas pode melhorar a participação nas discussões	0.425
179	Yasmin Ramos	2025-07-17	Demonstra criatividade nas soluções apresentadas	0.607
179	Yasmin Ramos	2025-09-26	Bom desempenho, mas pode melhorar a participação nas discussões	0.607
180	Leonardo da Mota	2024-12-23	Mostra iniciativa para resolver problemas complexos	0.299
180	Leonardo da Mota	2025-03-19	Precisa se esforçar mais para acompanhar o ritmo da turma	0.263
180	Leonardo da Mota	2025-04-15	Demonstra evolução constante ao longo do curso	0.147
180	Leonardo da Mota	2025-05-04	Colaborativo e sempre disposto a ajudar os colegas	0.58
180	Leonardo da Mota	2025-06-08	Estudante dedicado, sempre entrega as atividades no prazo	0.312
180	Leonardo da Mota	2025-07-03	Precisa desenvolver mais confiança para expressar suas ideias	0.252
180	Leonardo da Mota	2025-08-05	Demonstra maior engajamento nas atividades práticas	0.954
180	Leonardo da Mota	2025-09-24	Bom desempenho, mas pode melhorar a participação nas discussões	0.58
181	Henrique Vieira	2024-10-15	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.201
181	Henrique Vieira	2025-02-22	Apresentou melhora significativa neste período	0.637
181	Henrique Vieira	2025-05-25	Precisa desenvolver mais confiança para expressar suas ideias	0.159
181	Henrique Vieira	2025-07-27	Pontual e organizado, exemplo para a turma	0.05
181	Henrique Vieira	2025-08-09	Colaborativo e sempre disposto a ajudar os colegas	0.431
182	Sophia Aragão	2024-10-26	Tem potencial, mas precisa se dedicar mais aos estudos	0.103
182	Sophia Aragão	2025-03-26	Pontual e organizado, exemplo para a turma	0.28
182	Sophia Aragão	2025-05-13	Precisa desenvolver mais confiança para expressar suas ideias	0.767
182	Sophia Aragão	2025-07-04	Mostra iniciativa para resolver problemas complexos	0.851
182	Sophia Aragão	2025-08-22	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.583
182	Sophia Aragão	2025-09-01	Apresentou melhora significativa neste período	0.17
183	Alexandre Vieira	2024-10-19	Demonstra criatividade nas soluções apresentadas	0.139
183	Alexandre Vieira	2024-11-03	Líder natural, ajuda os colegas frequentemente	0.618
183	Alexandre Vieira	2025-02-19	Demonstra criatividade nas soluções apresentadas	0.823
183	Alexandre Vieira	2025-05-12	Bom desempenho, mas pode melhorar a participação nas discussões	0.064
183	Alexandre Vieira	2025-06-19	Bom desempenho, mas pode melhorar a participação nas discussões	0.708
183	Alexandre Vieira	2025-07-01	Tem dificuldades com alguns conceitos, mas está progredindo	0.585
183	Alexandre Vieira	2025-08-09	Colaborativo e sempre disposto a ajudar os colegas	0.176
183	Alexandre Vieira	2025-09-24	Estudante dedicado, sempre entrega as atividades no prazo	0.304
184	Benjamin Gonçalves	2024-12-20	Apresentou melhora significativa neste período	0.345
184	Benjamin Gonçalves	2025-01-23	Excelente capacidade analítica e pensamento crítico	0.313
184	Benjamin Gonçalves	2025-03-23	Mostra iniciativa para resolver problemas complexos	0.028
184	Benjamin Gonçalves	2025-05-18	Excelente capacidade analítica e pensamento crítico	0.284
184	Benjamin Gonçalves	2025-07-27	Demonstra evolução constante ao longo do curso	0.232
185	Francisco Melo	2025-01-10	Tem potencial, mas precisa se dedicar mais aos estudos	0.343
185	Francisco Melo	2025-06-10	Demonstra maior engajamento nas atividades práticas	0.2
185	Francisco Melo	2025-07-02	Demonstra maior engajamento nas atividades práticas	0.138
185	Francisco Melo	2025-08-19	Bom desempenho, mas pode melhorar a participação nas discussões	0.207
186	Maria Alice Almeida	2024-10-25	Mostra interesse, mas falta um pouco de foco durante as aulas	0.661
186	Maria Alice Almeida	2024-11-24	Mostra interesse, mas falta um pouco de foco durante as aulas	0.805
186	Maria Alice Almeida	2025-01-14	Bom desempenho, mas pode melhorar a participação nas discussões	0.406
187	Calebe da Cunha	2025-01-08	Excelente capacidade analítica e pensamento crítico	0.927
187	Calebe da Cunha	2025-03-04	Apresentou melhora significativa neste período	0.683
187	Calebe da Cunha	2025-07-24	Líder natural, ajuda os colegas frequentemente	0.204
188	Alícia Lopes	2024-10-22	Líder natural, ajuda os colegas frequentemente	0.569
188	Alícia Lopes	2024-11-03	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.544
188	Alícia Lopes	2025-01-13	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.885
188	Alícia Lopes	2025-02-22	Mantém consistência no desempenho ao longo do tempo	0.113
188	Alícia Lopes	2025-05-08	Estudante dedicado, sempre entrega as atividades no prazo	0.528
188	Alícia Lopes	2025-06-13	Colaborativo e sempre disposto a ajudar os colegas	0.991
188	Alícia Lopes	2025-08-27	Precisa se esforçar mais para acompanhar o ritmo da turma	0.626
188	Alícia Lopes	2025-09-18	Tem dificuldades com alguns conceitos, mas está progredindo	0.092
189	Stephany da Mota	2024-12-18	Pontual e organizado, exemplo para a turma	0.887
189	Stephany da Mota	2025-01-19	Apresentou melhora significativa neste período	0.91
189	Stephany da Mota	2025-06-25	Demonstra criatividade nas soluções apresentadas	0.798
190	Sr. Pietro Souza	2024-12-26	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.664
190	Sr. Pietro Souza	2025-01-17	Demonstra evolução constante ao longo do curso	0.249
190	Sr. Pietro Souza	2025-03-10	Mostra interesse, mas falta um pouco de foco durante as aulas	0.659
190	Sr. Pietro Souza	2025-04-19	Demonstra evolução constante ao longo do curso	0.163
190	Sr. Pietro Souza	2025-05-03	Mostra iniciativa para resolver problemas complexos	0.655
190	Sr. Pietro Souza	2025-07-07	Precisa desenvolver mais confiança para expressar suas ideias	0.292
190	Sr. Pietro Souza	2025-08-08	Mantém consistência no desempenho ao longo do tempo	0.702
190	Sr. Pietro Souza	2025-09-25	Colaborativo e sempre disposto a ajudar os colegas	0.694
191	Srta. Juliana Teixeira	2024-10-01	Mostra iniciativa para resolver problemas complexos	0.044
191	Srta. Juliana Teixeira	2024-11-20	Precisa desenvolver mais confiança para expressar suas ideias	0.767
191	Srta. Juliana Teixeira	2024-12-20	Estudante dedicado, sempre entrega as atividades no prazo	0.261
191	Srta. Juliana Teixeira	2025-01-21	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.655
191	Srta. Juliana Teixeira	2025-03-20	Pontual e organizado, exemplo para a turma	0.615
191	Srta. Juliana Teixeira	2025-05-05	Mantém consistência no desempenho ao longo do tempo	0.895
191	Srta. Juliana Teixeira	2025-09-08	Precisa trabalhar melhor em equipe	0.951
192	Pietra Cunha	2024-10-08	Pontual e organizado, exemplo para a turma	0.213
192	Pietra Cunha	2025-04-17	Tem dificuldades com alguns conceitos, mas está progredindo	0.445
192	Pietra Cunha	2025-05-11	Líder natural, ajuda os colegas frequentemente	0.948
193	Eloah Azevedo	2024-10-08	Demonstra maior engajamento nas atividades práticas	0.362
193	Eloah Azevedo	2024-12-12	Participativo e questionador, contribui para o aprendizado da turma	0.739
193	Eloah Azevedo	2025-02-01	Estudante dedicado, sempre entrega as atividades no prazo	0.002
193	Eloah Azevedo	2025-06-19	Demonstra evolução constante ao longo do curso	0.391
193	Eloah Azevedo	2025-08-20	Precisa trabalhar melhor em equipe	0.704
194	Stella Pinto	2025-03-16	Mostra iniciativa para resolver problemas complexos	0.141
194	Stella Pinto	2025-08-22	Excelente capacidade analítica e pensamento crítico	0.303
194	Stella Pinto	2025-09-10	Demonstra maior engajamento nas atividades práticas	0.849
195	Sr. Davi Lucas Silveira	2024-10-24	Colaborativo e sempre disposto a ajudar os colegas	0.456
195	Sr. Davi Lucas Silveira	2024-11-12	Mostra interesse, mas falta um pouco de foco durante as aulas	0.748
195	Sr. Davi Lucas Silveira	2025-02-07	Demonstra criatividade nas soluções apresentadas	0.17
195	Sr. Davi Lucas Silveira	2025-03-20	Mostra iniciativa para resolver problemas complexos	0.055
195	Sr. Davi Lucas Silveira	2025-05-21	Mostra iniciativa para resolver problemas complexos	0.938
195	Sr. Davi Lucas Silveira	2025-08-17	Pontual e organizado, exemplo para a turma	0.574
196	Calebe Nunes	2024-10-05	Mantém consistência no desempenho ao longo do tempo	0.762
196	Calebe Nunes	2024-12-02	Pontual e organizado, exemplo para a turma	0.64
196	Calebe Nunes	2025-01-23	Mostra interesse, mas falta um pouco de foco durante as aulas	0.106
197	Melissa Viana	2024-12-06	Mostra iniciativa para resolver problemas complexos	0.342
197	Melissa Viana	2025-05-12	Precisa se esforçar mais para acompanhar o ritmo da turma	0.156
197	Melissa Viana	2025-07-27	Colaborativo e sempre disposto a ajudar os colegas	0.327
198	João Gabriel Barros	2024-10-21	Líder natural, ajuda os colegas frequentemente	0.208
198	João Gabriel Barros	2025-05-25	Mostra iniciativa para resolver problemas complexos	0.426
198	João Gabriel Barros	2025-08-01	Tem dificuldades com alguns conceitos, mas está progredindo	0.158
198	João Gabriel Barros	2025-09-04	Colaborativo e sempre disposto a ajudar os colegas	0.387
199	Marcos Vinicius da Mota	2024-11-20	Precisa desenvolver mais confiança para expressar suas ideias	0.962
199	Marcos Vinicius da Mota	2024-12-12	Demonstra maior engajamento nas atividades práticas	0.177
199	Marcos Vinicius da Mota	2025-05-12	Demonstra evolução constante ao longo do curso	0.16
199	Marcos Vinicius da Mota	2025-06-16	Excelente capacidade analítica e pensamento crítico	0.418
199	Marcos Vinicius da Mota	2025-07-04	Líder natural, ajuda os colegas frequentemente	0.214
199	Marcos Vinicius da Mota	2025-08-12	Precisa trabalhar melhor em equipe	0.891
200	João Vitor Freitas	2024-10-23	Tem dificuldades com alguns conceitos, mas está progredindo	0.349
200	João Vitor Freitas	2024-12-03	Excelente capacidade analítica e pensamento crítico	0.498
200	João Vitor Freitas	2025-02-14	Excelente capacidade analítica e pensamento crítico	0.77
200	João Vitor Freitas	2025-03-07	Colaborativo e sempre disposto a ajudar os colegas	0.761
200	João Vitor Freitas	2025-04-12	Demonstra maior engajamento nas atividades práticas	0.428
200	João Vitor Freitas	2025-07-07	Colaborativo e sempre disposto a ajudar os colegas	0.428
200	João Vitor Freitas	2025-09-10	Apresentou melhora significativa neste período	0.437
201	Sr. Marcelo Aragão	2024-10-11	Mostra iniciativa para resolver problemas complexos	0.137
201	Sr. Marcelo Aragão	2025-03-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.561
201	Sr. Marcelo Aragão	2025-05-24	Precisa trabalhar melhor em equipe	0.414
201	Sr. Marcelo Aragão	2025-06-09	Participativo e questionador, contribui para o aprendizado da turma	0.067
201	Sr. Marcelo Aragão	2025-07-12	Precisa trabalhar melhor em equipe	0.641
201	Sr. Marcelo Aragão	2025-08-28	Precisa desenvolver mais confiança para expressar suas ideias	0.941
201	Sr. Marcelo Aragão	2025-09-02	Demonstra evolução constante ao longo do curso	0.464
202	Sr. Renan Porto	2024-10-18	Bom desempenho, mas pode melhorar a participação nas discussões	0.785
202	Sr. Renan Porto	2025-02-10	Demonstra evolução constante ao longo do curso	0.407
202	Sr. Renan Porto	2025-04-28	Tem dificuldades com alguns conceitos, mas está progredindo	0.425
202	Sr. Renan Porto	2025-05-12	Bom desempenho, mas pode melhorar a participação nas discussões	0.848
202	Sr. Renan Porto	2025-06-13	Mostra iniciativa para resolver problemas complexos	0.5
203	Kaique Castro	2025-04-02	Excelente capacidade analítica e pensamento crítico	0.102
203	Kaique Castro	2025-08-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.505
203	Kaique Castro	2025-09-08	Mantém consistência no desempenho ao longo do tempo	0.704
204	Anthony Duarte	2024-10-25	Pontual e organizado, exemplo para a turma	0.561
204	Anthony Duarte	2024-12-06	Precisa trabalhar melhor em equipe	0.817
204	Anthony Duarte	2025-03-11	Tem dificuldades com alguns conceitos, mas está progredindo	0.11
204	Anthony Duarte	2025-05-01	Mostra iniciativa para resolver problemas complexos	0.158
205	Isabella Pinto	2024-11-24	Demonstra maior engajamento nas atividades práticas	0.313
205	Isabella Pinto	2024-12-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.132
205	Isabella Pinto	2025-01-25	Demonstra maior engajamento nas atividades práticas	0.598
205	Isabella Pinto	2025-02-24	Precisa se esforçar mais para acompanhar o ritmo da turma	0.887
205	Isabella Pinto	2025-04-19	Apresentou melhora significativa neste período	0.63
205	Isabella Pinto	2025-05-20	Participativo e questionador, contribui para o aprendizado da turma	0.276
205	Isabella Pinto	2025-06-21	Pontual e organizado, exemplo para a turma	0.331
205	Isabella Pinto	2025-09-10	Mantém consistência no desempenho ao longo do tempo	0.464
206	Ana Júlia das Neves	2024-11-01	Precisa trabalhar melhor em equipe	0.693
206	Ana Júlia das Neves	2024-12-15	Pontual e organizado, exemplo para a turma	0.766
206	Ana Júlia das Neves	2025-02-12	Mostra iniciativa para resolver problemas complexos	0.712
206	Ana Júlia das Neves	2025-04-03	Demonstra maior engajamento nas atividades práticas	0.09
206	Ana Júlia das Neves	2025-06-04	Estudante dedicado, sempre entrega as atividades no prazo	0.287
206	Ana Júlia das Neves	2025-07-05	Demonstra criatividade nas soluções apresentadas	0.55
206	Ana Júlia das Neves	2025-08-16	Participativo e questionador, contribui para o aprendizado da turma	0.079
206	Ana Júlia das Neves	2025-09-22	Excelente capacidade analítica e pensamento crítico	0.754
207	Dra. Bruna Lopes	2024-10-15	Mostra interesse, mas falta um pouco de foco durante as aulas	0.062
207	Dra. Bruna Lopes	2025-01-02	Participativo e questionador, contribui para o aprendizado da turma	0.669
207	Dra. Bruna Lopes	2025-02-28	Precisa desenvolver mais confiança para expressar suas ideias	0.617
207	Dra. Bruna Lopes	2025-04-20	Precisa se esforçar mais para acompanhar o ritmo da turma	0.929
207	Dra. Bruna Lopes	2025-06-12	Mantém consistência no desempenho ao longo do tempo	0.208
207	Dra. Bruna Lopes	2025-08-10	Participativo e questionador, contribui para o aprendizado da turma	0.605
207	Dra. Bruna Lopes	2025-09-13	Precisa se esforçar mais para acompanhar o ritmo da turma	0.618
208	Gabriel Souza	2024-10-06	Participativo e questionador, contribui para o aprendizado da turma	0.329
208	Gabriel Souza	2024-12-02	Colaborativo e sempre disposto a ajudar os colegas	0.547
208	Gabriel Souza	2025-02-06	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.676
208	Gabriel Souza	2025-03-10	Estudante dedicado, sempre entrega as atividades no prazo	0.876
208	Gabriel Souza	2025-04-23	Precisa desenvolver mais confiança para expressar suas ideias	0.311
208	Gabriel Souza	2025-05-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.606
208	Gabriel Souza	2025-07-06	Demonstra maior engajamento nas atividades práticas	0.627
208	Gabriel Souza	2025-09-14	Participativo e questionador, contribui para o aprendizado da turma	0.271
209	Amanda Aragão	2024-10-27	Precisa se esforçar mais para acompanhar o ritmo da turma	0.172
209	Amanda Aragão	2025-01-27	Precisa trabalhar melhor em equipe	0.995
209	Amanda Aragão	2025-03-22	Demonstra evolução constante ao longo do curso	0.093
209	Amanda Aragão	2025-05-22	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.987
209	Amanda Aragão	2025-06-04	Líder natural, ajuda os colegas frequentemente	0.76
209	Amanda Aragão	2025-08-22	Tem potencial, mas precisa se dedicar mais aos estudos	0.587
209	Amanda Aragão	2025-09-18	Mostra interesse, mas falta um pouco de foco durante as aulas	0.788
210	Cecília Novaes	2024-12-09	Mostra iniciativa para resolver problemas complexos	0.029
210	Cecília Novaes	2025-01-18	Tem dificuldades com alguns conceitos, mas está progredindo	0.484
210	Cecília Novaes	2025-02-13	Precisa trabalhar melhor em equipe	0.673
210	Cecília Novaes	2025-03-05	Tem potencial, mas precisa se dedicar mais aos estudos	0.599
210	Cecília Novaes	2025-04-24	Bom desempenho, mas pode melhorar a participação nas discussões	0.693
210	Cecília Novaes	2025-06-22	Precisa se esforçar mais para acompanhar o ritmo da turma	0.821
210	Cecília Novaes	2025-07-19	Mostra iniciativa para resolver problemas complexos	0.847
211	Enzo Gabriel da Cruz	2024-12-12	Estudante dedicado, sempre entrega as atividades no prazo	0.658
211	Enzo Gabriel da Cruz	2025-06-16	Tem potencial, mas precisa se dedicar mais aos estudos	0.124
211	Enzo Gabriel da Cruz	2025-08-01	Tem dificuldades com alguns conceitos, mas está progredindo	0.712
212	Beatriz Aragão	2025-02-11	Apresentou melhora significativa neste período	0.205
212	Beatriz Aragão	2025-03-09	Mostra iniciativa para resolver problemas complexos	0.261
212	Beatriz Aragão	2025-07-19	Demonstra evolução constante ao longo do curso	0.584
213	João Guilherme Silveira	2025-01-08	Demonstra maior engajamento nas atividades práticas	0.735
213	João Guilherme Silveira	2025-03-28	Mantém consistência no desempenho ao longo do tempo	0.695
213	João Guilherme Silveira	2025-04-09	Precisa trabalhar melhor em equipe	0.693
213	João Guilherme Silveira	2025-06-07	Apresentou melhora significativa neste período	0.359
214	Lorenzo Pereira	2024-10-22	Tem dificuldades com alguns conceitos, mas está progredindo	0.208
214	Lorenzo Pereira	2024-11-04	Mostra interesse, mas falta um pouco de foco durante as aulas	0.235
214	Lorenzo Pereira	2025-03-15	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.669
214	Lorenzo Pereira	2025-04-25	Precisa se esforçar mais para acompanhar o ritmo da turma	0.145
214	Lorenzo Pereira	2025-05-16	Mostra iniciativa para resolver problemas complexos	0.326
214	Lorenzo Pereira	2025-06-04	Pontual e organizado, exemplo para a turma	0.234
214	Lorenzo Pereira	2025-07-17	Apresentou melhora significativa neste período	0.772
214	Lorenzo Pereira	2025-09-09	Estudante dedicado, sempre entrega as atividades no prazo	0.629
215	Laís Duarte	2024-10-17	Excelente capacidade analítica e pensamento crítico	0.659
215	Laís Duarte	2025-01-17	Estudante dedicado, sempre entrega as atividades no prazo	0.192
215	Laís Duarte	2025-04-23	Pontual e organizado, exemplo para a turma	0.862
215	Laís Duarte	2025-05-06	Bom desempenho, mas pode melhorar a participação nas discussões	0.305
215	Laís Duarte	2025-06-27	Mantém consistência no desempenho ao longo do tempo	0.938
215	Laís Duarte	2025-09-06	Tem dificuldades com alguns conceitos, mas está progredindo	0.736
216	Srta. Maria Fernanda Rocha	2025-05-09	Precisa trabalhar melhor em equipe	0.353
216	Srta. Maria Fernanda Rocha	2025-06-04	Bom desempenho, mas pode melhorar a participação nas discussões	0.801
216	Srta. Maria Fernanda Rocha	2025-07-25	Demonstra maior engajamento nas atividades práticas	0.098
217	Maria das Neves	2024-10-04	Demonstra maior engajamento nas atividades práticas	0.801
217	Maria das Neves	2025-03-06	Demonstra criatividade nas soluções apresentadas	0.275
217	Maria das Neves	2025-07-04	Apresentou melhora significativa neste período	0.044
217	Maria das Neves	2025-08-01	Tem dificuldades com alguns conceitos, mas está progredindo	0.511
218	Benjamin da Conceição	2024-11-16	Precisa trabalhar melhor em equipe	0.171
218	Benjamin da Conceição	2024-12-02	Estudante dedicado, sempre entrega as atividades no prazo	0.628
218	Benjamin da Conceição	2025-01-07	Mostra interesse, mas falta um pouco de foco durante as aulas	0.035
218	Benjamin da Conceição	2025-03-17	Tem dificuldades com alguns conceitos, mas está progredindo	0.76
218	Benjamin da Conceição	2025-05-08	Pontual e organizado, exemplo para a turma	0.922
218	Benjamin da Conceição	2025-06-17	Precisa se esforçar mais para acompanhar o ritmo da turma	0.233
218	Benjamin da Conceição	2025-08-02	Participativo e questionador, contribui para o aprendizado da turma	0.739
218	Benjamin da Conceição	2025-09-23	Estudante dedicado, sempre entrega as atividades no prazo	0.498
219	Maria Vitória Nogueira	2024-12-10	Demonstra evolução constante ao longo do curso	0.176
219	Maria Vitória Nogueira	2025-03-04	Demonstra criatividade nas soluções apresentadas	0.268
219	Maria Vitória Nogueira	2025-04-02	Mantém consistência no desempenho ao longo do tempo	0.137
219	Maria Vitória Nogueira	2025-05-01	Bom desempenho, mas pode melhorar a participação nas discussões	0.417
219	Maria Vitória Nogueira	2025-07-03	Demonstra evolução constante ao longo do curso	0.953
220	Levi da Mata	2025-02-11	Bom desempenho, mas pode melhorar a participação nas discussões	0.633
220	Levi da Mata	2025-03-04	Precisa se esforçar mais para acompanhar o ritmo da turma	0.24
220	Levi da Mata	2025-04-27	Precisa trabalhar melhor em equipe	0.128
220	Levi da Mata	2025-05-09	Mostra iniciativa para resolver problemas complexos	0.377
220	Levi da Mata	2025-08-27	Líder natural, ajuda os colegas frequentemente	0.389
220	Levi da Mata	2025-09-25	Pontual e organizado, exemplo para a turma	0.889
221	Isaac Dias	2024-10-24	Precisa trabalhar melhor em equipe	0.278
221	Isaac Dias	2024-11-10	Colaborativo e sempre disposto a ajudar os colegas	0.843
221	Isaac Dias	2024-12-20	Colaborativo e sempre disposto a ajudar os colegas	0.141
221	Isaac Dias	2025-02-09	Excelente capacidade analítica e pensamento crítico	0.992
221	Isaac Dias	2025-03-09	Precisa desenvolver mais confiança para expressar suas ideias	0.272
221	Isaac Dias	2025-04-22	Bom desempenho, mas pode melhorar a participação nas discussões	0.289
221	Isaac Dias	2025-06-22	Precisa se esforçar mais para acompanhar o ritmo da turma	0.448
221	Isaac Dias	2025-07-17	Precisa trabalhar melhor em equipe	0.93
222	Henrique Almeida	2024-10-03	Excelente capacidade analítica e pensamento crítico	0.739
222	Henrique Almeida	2025-01-28	Excelente capacidade analítica e pensamento crítico	0.301
222	Henrique Almeida	2025-02-12	Apresentou melhora significativa neste período	0.309
222	Henrique Almeida	2025-04-09	Demonstra evolução constante ao longo do curso	0.326
222	Henrique Almeida	2025-07-10	Tem potencial, mas precisa se dedicar mais aos estudos	0.694
223	Caio Campos	2024-12-11	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.885
223	Caio Campos	2025-03-18	Demonstra evolução constante ao longo do curso	0.298
223	Caio Campos	2025-06-20	Pontual e organizado, exemplo para a turma	0.895
223	Caio Campos	2025-07-09	Pontual e organizado, exemplo para a turma	0.981
224	Maria Fernanda Rodrigues	2024-11-08	Mostra iniciativa para resolver problemas complexos	0.215
224	Maria Fernanda Rodrigues	2024-12-16	Participativo e questionador, contribui para o aprendizado da turma	0.261
224	Maria Fernanda Rodrigues	2025-01-16	Apresentou melhora significativa neste período	0.895
